"","X1","fico","dt_first_pi","flag_fthb","dt_matr","cd_msa","mi_pct","cnt_units","occpy_sts","cltv","dti","orig_upb","ltv","int_rt","channel","ppmt_pnlty","prod_type","st","prop_type","zipcode","id_loan","loan_purpose","orig_loan_term","cnt_borr","seller_name","servicer_name","flag_sc"
"1",3,701,201712,"N",204711,NA,0,1,"P",79,20,110000,79,4.125,"R","N","FRM","NY","SF","12800","F117Q4000003","P",360,1,"Other sellers","Other servicers",NA
"2",33,766,201802,"9",204801,21300,0,1,"P",63,49,85000,63,4,"R","N","FRM","NY","SF","14800","F117Q4000033","C",360,1,"Other sellers","Other servicers",NA
"3",39,788,201712,"N",204711,46540,30,1,"P",95,36,117000,95,4.25,"R","N","FRM","NY","SF","13300","F117Q4000039","P",360,1,"Other sellers","Other servicers",NA
"4",111,809,201801,"N",204712,10580,0,1,"P",80,27,193000,80,3.959,"R","N","FRM","NY","SF","12300","F117Q4000111","P",360,2,"Other sellers","Other servicers",NA
"5",135,817,201712,"N",203211,46540,0,1,"P",55,27,60000,55,3.375,"R","N","FRM","NY","SF","13300","F117Q4000135","P",180,1,"Other sellers","Other servicers",NA
"6",136,729,201801,"N",204712,46540,30,1,"P",95,32,170000,95,4.125,"R","N","FRM","NY","SF","13300","F117Q4000136","P",360,2,"Other sellers","Other servicers",NA
"7",137,743,201712,"N",204711,46540,30,1,"P",95,44,119000,95,4.125,"R","N","FRM","NY","SF","13400","F117Q4000137","P",360,2,"Other sellers","Other servicers",NA
"8",151,732,201712,"9",203211,28740,0,1,"P",44,20,120000,44,3.375,"R","N","FRM","NY","SF","12400","F117Q4000151","C",180,2,"Other sellers","Other servicers",NA
"9",174,728,201712,"N",204711,28740,0,1,"P",80,23,175000,80,4,"R","N","FRM","NY","SF","12400","F117Q4000174","P",360,1,"Other sellers","Other servicers",NA
"10",188,747,201712,"9",204711,28740,0,1,"S",75,28,228000,75,4,"R","N","FRM","NY","SF","12400","F117Q4000188","P",360,2,"Other sellers","Other servicers",NA
"11",206,797,201712,"9",203211,46540,0,1,"S",80,21,206000,80,3.375,"R","N","FRM","NY","SF","13400","F117Q4000206","P",180,2,"Other sellers","Other servicers",NA
"12",216,726,201712,"Y",203711,NA,6,1,"P",85,39,60000,85,3.625,"R","N","FRM","NY","SF","14700","F117Q4000216","P",240,1,"Other sellers","Other servicers",NA
"13",221,782,201712,"N",204711,13780,0,1,"P",80,31,128000,80,4,"R","N","FRM","NY","SF","13800","F117Q4000221","P",360,1,"Other sellers","Other servicers",NA
"14",227,790,201801,"N",204712,35614,30,1,"P",95,38,143000,95,4,"R","N","FRM","NY","SF","12700","F117Q4000227","P",360,1,"Other sellers","Other servicers",NA
"15",229,771,201712,"9",204711,28740,0,1,"S",80,38,310000,80,4,"R","N","FRM","NY","SF","12400","F117Q4000229","P",360,2,"Other sellers","Other servicers",NA
"16",236,738,201712,"Y",204711,NA,30,1,"P",95,25,128000,95,4,"R","N","FRM","NY","SF","14800","F117Q4000236","P",360,2,"Other sellers","Other servicers",NA
"17",241,726,201712,"9",203211,10580,0,1,"P",60,47,122000,60,3.159,"R","N","FRM","NY","SF","12300","F117Q4000241","C",180,2,"Other sellers","Other servicers",NA
"18",276,703,201712,"9",204711,35614,0,1,"P",80,29,217000,80,4.125,"R","N","FRM","NY","SF","12500","F117Q4000276","N",360,2,"Other sellers","Other servicers",NA
"19",290,797,201712,"9",203211,10580,0,1,"P",57,11,424000,57,3.179,"R","N","FRM","NY","SF","12800","F117Q4000290","C",180,2,"Other sellers","Other servicers",NA
"20",313,791,201712,"9",203211,45060,0,1,"P",68,19,125000,68,3.139,"R","N","FRM","NY","SF","13000","F117Q4000313","C",180,1,"Other sellers","Other servicers",NA
"21",334,662,201712,"N",204711,46540,0,1,"P",80,30,62000,80,4.125,"R","N","FRM","NY","SF","13300","F117Q4000334","P",360,1,"Other sellers","Other servicers",NA
"22",335,770,201712,"N",204711,46540,0,1,"P",80,26,165000,80,4.125,"R","N","FRM","NY","SF","13400","F117Q4000335","P",360,2,"Other sellers","Other servicers",NA
"23",352,780,201712,"N",204711,28740,30,1,"P",95,45,314000,95,4.125,"R","N","FRM","NY","SF","12500","F117Q4000352","P",360,1,"Other sellers","Other servicers",NA
"24",355,719,201712,"9",203211,10580,0,1,"P",77,43,190000,77,3.139,"R","N","FRM","NY","SF","12000","F117Q4000355","C",180,1,"Other sellers","Other servicers",NA
"25",377,761,201712,"Y",204711,35614,0,1,"P",80,35,292000,80,4,"R","N","FRM","NY","SF","10900","F117Q4000377","P",360,1,"Other sellers","Other servicers",NA
"26",401,805,201712,"Y",204711,28740,0,1,"P",80,11,148000,80,4,"R","N","FRM","NY","SF","12400","F117Q4000401","P",360,2,"Other sellers","Other servicers",NA
"27",435,797,201712,"Y",204711,NA,30,1,"P",95,20,108000,95,3.875,"R","N","FRM","NY","SF","14800","F117Q4000435","P",360,2,"Other sellers","Other servicers",NA
"28",438,742,201712,"N",204711,21300,30,1,"P",91,32,137000,91,3.875,"R","N","FRM","NY","SF","14800","F117Q4000438","P",360,1,"Other sellers","Other servicers",NA
"29",443,758,201712,"9",204711,28740,0,1,"S",80,32,152000,80,4,"R","N","FRM","NY","SF","12400","F117Q4000443","P",360,1,"Other sellers","Other servicers",NA
"30",448,783,201801,"Y",204712,28740,30,1,"P",95,18,344000,95,4,"R","N","FRM","NY","SF","12400","F117Q4000448","P",360,2,"Other sellers","Other servicers",NA
"31",497,746,201712,"Y",204711,21300,0,1,"P",80,28,63000,80,3.875,"R","N","FRM","NY","SF","14900","F117Q4000497","P",360,1,"Other sellers","Other servicers",NA
"32",500,805,201712,"9",204711,46540,0,1,"S",37,9,110000,37,4.125,"R","N","FRM","NY","CO","13400","F117Q4000500","P",360,2,"Other sellers","Other servicers",NA
"33",501,750,201712,"9",203211,45060,0,1,"P",80,7,410000,80,3.375,"R","N","FRM","NY","SF","13000","F117Q4000501","C",180,1,"Other sellers","Other servicers",NA
"34",502,781,201712,"9",204711,27060,0,2,"I",70,14,263000,70,4.5,"R","N","FRM","NY","SF","14800","F117Q4000502","C",360,2,"Other sellers","Other servicers",NA
"35",506,671,201712,"Y",204711,NA,30,1,"P",94,35,65000,94,4.25,"R","N","FRM","NY","SF","14800","F117Q4000506","P",360,2,"Other sellers","Other servicers",NA
"36",510,802,201712,"N",204711,10580,0,1,"P",80,26,240000,80,3.849,"R","N","FRM","NY","SF","12000","F117Q4000510","P",360,2,"Other sellers","Other servicers",NA
"37",562,768,201802,"9",204801,35614,0,2,"I",75,40,4e+05,75,4.75,"R","N","FRM","NY","SF","10300","F117Q4000562","P",360,2,"Other sellers","Other servicers",NA
"38",589,773,201712,"N",204711,45060,25,1,"P",90,24,243000,90,3.875,"R","N","FRM","NY","SF","13100","F117Q4000589","P",360,2,"Other sellers","Other servicers",NA
"39",627,796,201712,"Y",204711,28740,0,1,"P",80,24,198000,80,4,"R","N","FRM","NY","SF","12400","F117Q4000627","P",360,1,"Other sellers","Other servicers",NA
"40",646,810,201712,"N",202711,NA,0,1,"P",71,33,85000,71,3,"R","N","FRM","NY","SF","14700","F117Q4000646","P",120,1,"Other sellers","Other servicers",NA
"41",654,723,201712,"9",204711,21300,0,1,"P",80,44,51000,80,3.75,"R","N","FRM","NY","SF","14800","F117Q4000654","C",360,1,"Other sellers","Other servicers",NA
"42",677,799,201801,"9",204712,35614,0,1,"P",68,33,159000,68,4.25,"R","N","FRM","NY","SF","12500","F117Q4000677","C",360,1,"Other sellers","Other servicers",NA
"43",701,756,201712,"Y",204711,28740,0,1,"P",80,46,229000,80,3.875,"R","N","FRM","NY","SF","12400","F117Q4000701","P",360,1,"Other sellers","Other servicers",NA
"44",807,693,201801,"Y",204712,28740,30,1,"P",95,21,193000,95,4,"R","N","FRM","NY","SF","12400","F117Q4000807","P",360,2,"Other sellers","Other servicers",NA
"45",816,816,201712,"N",204711,21300,30,1,"P",95,42,223000,95,3.875,"R","N","FRM","NY","SF","14900","F117Q4000816","P",360,1,"Other sellers","Other servicers",NA
"46",821,780,201712,"N",203211,46540,0,1,"P",58,48,140000,58,3.375,"R","N","FRM","NY","SF","13300","F117Q4000821","P",180,1,"Other sellers","Other servicers",NA
"47",822,809,201712,"N",203211,46540,0,1,"P",33,36,110000,33,3.375,"R","N","FRM","NY","SF","13400","F117Q4000822","P",180,1,"Other sellers","Other servicers",NA
"48",836,717,201801,"9",204712,10580,0,1,"P",80,38,199000,80,3.799,"R","N","FRM","NY","SF","12300","F117Q4000836","C",360,1,"Other sellers","Other servicers",NA
"49",939,797,201712,"9",204711,NA,0,1,"P",69,36,205000,69,3.875,"R","N","FRM","NY","SF","14800","F117Q4000939","N",360,2,"Other sellers","Other servicers",NA
"50",988,727,201712,"N",204711,21300,30,1,"P",95,33,160000,95,3.875,"R","N","FRM","NY","SF","14800","F117Q4000988","P",360,2,"Other sellers","Other servicers",NA
"51",1015,776,201801,"9",204712,NA,0,1,"P",74,22,250000,74,3.775,"R","N","FRM","NY","SF","12100","F117Q4001015","C",360,1,"Other sellers","Other servicers",NA
"52",1016,764,201712,"9",204711,10580,0,1,"P",74,20,192000,74,3.775,"R","N","FRM","NY","SF","12300","F117Q4001016","C",360,2,"Other sellers","Other servicers",NA
"53",1079,794,201712,"N",204711,10580,0,1,"P",80,35,204000,80,3.775,"R","N","FRM","NY","SF","12200","F117Q4001079","P",360,2,"Other sellers","Other servicers",NA
"54",1086,702,201802,"N",204801,21300,0,1,"P",77,39,1e+05,77,3.75,"R","N","FRM","NY","SF","14800","F117Q4001086","P",360,2,"Other sellers","Other servicers",NA
"55",1131,710,201712,"Y",204711,21300,30,1,"P",95,38,110000,95,3.875,"R","N","FRM","NY","SF","14900","F117Q4001131","P",360,1,"Other sellers","Other servicers",NA
"56",1179,763,201801,"9",204712,NA,0,1,"S",80,32,165000,80,3.875,"R","N","FRM","NY","SF","12400","F117Q4001179","P",360,2,"Other sellers","Other servicers",NA
"57",1203,761,201801,"N",204712,28740,0,1,"P",80,44,260000,80,3.875,"R","N","FRM","NY","SF","12400","F117Q4001203","P",360,1,"Other sellers","Other servicers",NA
"58",1219,736,201801,"Y",204712,NA,0,1,"P",80,19,42000,80,4.125,"R","N","FRM","NY","SF","14700","F117Q4001219","P",360,1,"Other sellers","Other servicers",NA
"59",1229,808,201712,"9",203211,NA,0,1,"P",60,28,113000,60,3,"R","N","FRM","NY","SF","14700","F117Q4001229","N",180,1,"Other sellers","Other servicers",NA
"60",1368,703,201712,"9",204711,21300,0,1,"P",80,38,255000,80,3.75,"R","N","FRM","NY","SF","14800","F117Q4001368","C",360,2,"Other sellers","Other servicers",NA
"61",1380,719,201801,"N",204712,35614,30,1,"P",95,31,166000,95,4.375,"R","N","FRM","NY","CO","12500","F117Q4001380","P",360,1,"Other sellers","Other servicers",NA
"62",1386,743,201801,"N",204712,NA,25,1,"P",90,37,335000,90,3.875,"R","N","FRM","NY","SF","13700","F117Q4001386","P",360,2,"Other sellers","Other servicers",NA
"63",1389,724,201712,"N",203211,NA,0,1,"P",80,40,178000,80,3.125,"R","N","FRM","NY","SF","14800","F117Q4001389","P",180,1,"Other sellers","Other servicers",NA
"64",1438,710,201712,"N",204711,13780,30,1,"P",94,41,272000,94,4,"R","N","FRM","NY","SF","13900","F117Q4001438","P",360,1,"Other sellers","Other servicers",NA
"65",1484,809,201801,"N",203212,NA,0,1,"P",80,27,104000,80,3.375,"R","N","FRM","NY","SF","14700","F117Q4001484","P",180,2,"Other sellers","Other servicers",NA
"66",1515,758,201712,"Y",204711,28740,0,1,"P",80,42,208000,80,3.875,"R","N","FRM","NY","SF","12400","F117Q4001515","P",360,2,"Other sellers","Other servicers",NA
"67",1528,742,201712,"N",204711,21300,25,1,"P",90,44,135000,90,3.875,"R","N","FRM","NY","SF","14900","F117Q4001528","P",360,2,"Other sellers","Other servicers",NA
"68",1548,756,201712,"N",204711,10580,12,1,"P",85,25,230000,85,4,"R","N","FRM","NY","SF","12800","F117Q4001548","P",360,2,"Other sellers","Other servicers",NA
"69",1582,708,201712,"Y",204711,10580,30,1,"P",95,33,214000,95,4,"R","N","FRM","NY","SF","12100","F117Q4001582","P",360,1,"Other sellers","Other servicers",NA
"70",1598,754,201712,"Y",204711,10580,30,1,"P",95,40,155000,95,4,"R","N","FRM","NY","SF","12800","F117Q4001598","P",360,2,"Other sellers","Other servicers",NA
"71",1674,779,201801,"9",204712,NA,0,1,"S",80,31,246000,80,3.819,"R","N","FRM","NY","SF","12100","F117Q4001674","P",360,2,"Other sellers","Other servicers",NA
"72",1698,688,201801,"9",203212,NA,0,1,"P",65,19,50000,65,3.125,"R","N","FRM","NY","SF","14800","F117Q4001698","C",180,1,"Other sellers","Other servicers",NA
"73",1768,720,201801,"9",204712,13780,12,1,"I",85,23,51000,85,4.375,"R","N","FRM","NY","SF","13900","F117Q4001768","P",360,2,"Other sellers","Other servicers",NA
"74",1775,787,201801,"Y",204712,35614,0,1,"P",80,28,123000,80,4.25,"R","N","FRM","NY","CO","12500","F117Q4001775","P",360,1,"Other sellers","Other servicers",NA
"75",1842,707,201801,"9",204712,46540,0,1,"S",80,22,180000,80,4,"R","N","FRM","NY","SF","13300","F117Q4001842","P",360,2,"Other sellers","Other servicers",NA
"76",1984,808,201712,"9",204711,10580,0,1,"I",80,18,80000,80,3.859,"R","N","FRM","NY","SF","12300","F117Q4001984","P",360,2,"Other sellers","Other servicers",NA
"77",2045,807,201712,"N",204711,NA,0,1,"P",90,44,171000,90,3.875,"R","N","FRM","NY","SF","14800","F117Q4002045","P",360,1,"Other sellers","Other servicers",NA
"78",2047,786,201801,"N",204712,NA,0,1,"P",80,45,160000,80,3.875,"R","N","FRM","NY","SF","14800","F117Q4002047","P",360,2,"Other sellers","Other servicers",NA
"79",2059,723,201712,"N",204711,NA,25,1,"P",86,45,290000,86,3.875,"R","N","FRM","NY","SF","14800","F117Q4002059","P",360,2,"Other sellers","Other servicers",NA
"80",2149,712,201801,"9",203212,21300,0,1,"I",80,23,48000,80,3.125,"R","N","FRM","NY","SF","14800","F117Q4002149","P",180,2,"Other sellers","Other servicers",NA
"81",2200,771,201802,"N",204801,NA,30,1,"P",95,34,371000,95,3.875,"R","N","FRM","NY","SF","14800","F117Q4002200","P",360,2,"Other sellers","Other servicers",NA
"82",2201,712,201712,"N",204711,21300,30,1,"P",95,38,190000,95,3.875,"R","N","FRM","NY","SF","14900","F117Q4002201","P",360,1,"Other sellers","Other servicers",NA
"83",2212,780,201802,"9",204801,21300,0,1,"P",77,44,60000,77,3.875,"R","N","FRM","NY","SF","14900","F117Q4002212","C",360,2,"Other sellers","Other servicers",NA
"84",2239,733,201801,"N",204712,24020,30,1,"P",95,44,218000,95,4,"R","N","FRM","NY","SF","12800","F117Q4002239","P",360,2,"Other sellers","Other servicers",NA
"85",2246,762,201801,"N",204712,10580,0,1,"P",80,23,230000,80,3.859,"R","N","FRM","NY","SF","12000","F117Q4002246","P",360,1,"Other sellers","Other servicers",NA
"86",2288,808,201801,"9",204712,28740,0,1,"P",80,49,240000,80,4,"R","N","FRM","NY","SF","12400","F117Q4002288","C",360,2,"Other sellers","Other servicers",NA
"87",2296,668,201712,"Y",203711,35614,0,1,"P",80,26,127000,80,4.375,"R","N","FRM","NY","SF","12500","F117Q4002296","P",240,1,"Other sellers","Other servicers",NA
"88",2329,796,201802,"Y",204801,35614,0,1,"P",41,44,140000,41,4.125,"R","N","FRM","NY","SF","12500","F117Q4002329","P",360,2,"Other sellers","Other servicers",NA
"89",2330,773,201801,"Y",203212,28740,0,1,"P",70,18,223000,70,3.25,"R","N","FRM","NY","SF","12500","F117Q4002330","P",180,2,"Other sellers","Other servicers",NA
"90",2426,800,201801,"9",203712,28740,0,1,"S",80,29,88000,80,3.625,"R","N","FRM","NY","SF","12400","F117Q4002426","P",240,1,"Other sellers","Other servicers",NA
"91",2427,763,201801,"9",203712,28740,0,1,"S",80,28,142000,80,3.625,"R","N","FRM","NY","SF","12700","F117Q4002427","P",240,2,"Other sellers","Other servicers",NA
"92",2428,696,201801,"9",203712,28740,0,1,"P",69,36,112000,69,3.625,"R","N","FRM","NY","SF","12400","F117Q4002428","C",240,2,"Other sellers","Other servicers",NA
"93",2569,712,201712,"9",204711,35614,0,1,"P",45,45,245000,45,4,"R","N","FRM","NY","SF","12500","F117Q4002569","C",360,2,"Other sellers","Other servicers",NA
"94",2618,756,201801,"N",203712,NA,25,1,"P",95,31,143000,95,3.625,"R","N","FRM","NY","SF","14800","F117Q4002618","P",240,2,"Other sellers","Other servicers",NA
"95",2625,724,201801,"9",204712,NA,0,1,"S",70,49,189000,70,3.875,"R","N","FRM","NY","SF","12400","F117Q4002625","P",360,2,"Other sellers","Other servicers",NA
"96",2633,747,201801,"9",204712,NA,0,1,"P",72,34,131000,72,3.875,"R","N","FRM","NY","SF","14800","F117Q4002633","N",360,2,"Other sellers","Other servicers",NA
"97",2638,732,201801,"N",204712,46540,25,1,"P",90,38,1e+05,90,4,"R","N","FRM","NY","SF","13400","F117Q4002638","P",360,1,"Other sellers","Other servicers",NA
"98",2644,777,201712,"9",204711,46540,0,1,"S",80,32,154000,80,4,"R","N","FRM","NY","SF","13300","F117Q4002644","P",360,2,"Other sellers","Other servicers",NA
"99",2686,732,201712,"Y",203711,20524,0,1,"P",80,41,530000,80,3.875,"R","N","FRM","NY","PU","12500","F117Q4002686","P",240,2,"Other sellers","Other servicers","Y"
"100",2794,708,201712,"N",204711,20524,30,1,"P",95,39,456000,95,4,"R","N","FRM","NY","SF","10500","F117Q4002794","P",360,2,"Other sellers","Other servicers","Y"
"101",2808,796,201801,"Y",204712,35614,30,1,"P",95,33,204000,95,4.125,"R","N","FRM","NY","SF","10900","F117Q4002808","P",360,1,"Other sellers","Other servicers",NA
"102",2816,717,201712,"9",204711,20524,25,1,"P",87,39,356000,87,3.875,"R","N","FRM","NY","SF","12500","F117Q4002816","N",360,1,"Other sellers","Other servicers",NA
"103",2917,809,201802,"9",203301,10580,0,1,"P",34,32,102000,34,3.199,"R","N","FRM","NY","PU","12100","F117Q4002917","N",180,1,"Other sellers","Other servicers",NA
"104",2939,745,201801,"Y",204712,21300,25,1,"P",90,30,167000,90,4,"R","N","FRM","NY","SF","14800","F117Q4002939","P",360,2,"Other sellers","Other servicers",NA
"105",2946,668,201712,"Y",204711,28740,0,1,"P",80,13,3e+05,60,4.125,"R","N","FRM","NY","SF","12400","F117Q4002946","P",360,2,"Other sellers","Other servicers",NA
"106",2994,715,201801,"9",204712,NA,0,1,"S",80,41,88000,80,4.125,"R","N","FRM","NY","SF","13300","F117Q4002994","P",360,1,"Other sellers","Other servicers",NA
"107",3003,812,201712,"9",203211,21300,0,1,"I",80,28,112000,80,3.25,"R","N","FRM","NY","SF","14800","F117Q4003003","P",180,1,"Other sellers","Other servicers",NA
"108",3017,805,201712,"9",203211,20524,0,1,"S",49,34,205000,49,3.25,"R","N","FRM","NY","SF","12500","F117Q4003017","C",180,1,"Other sellers","Other servicers",NA
"109",3031,740,201712,"9",203211,35614,0,1,"P",48,32,240000,48,4.25,"C","N","FRM","NY","SF","11400","F117Q4003031","C",180,2,"Other sellers","Other servicers",NA
"110",3054,647,201712,"Y",204711,35614,25,1,"P",95,39,146000,95,4.25,"R","N","FRM","NY","PU","10900","F117Q4003054","P",360,2,"Other sellers","Other servicers",NA
"111",3146,739,201801,"N",202712,10580,0,1,"P",80,39,170000,80,3.199,"R","N","FRM","NY","SF","12000","F117Q4003146","P",120,2,"Other sellers","Other servicers",NA
"112",3163,722,201712,"N",204711,15380,30,1,"P",95,43,233000,95,4.125,"B","N","FRM","NY","SF","14300","F117Q4003163","P",360,1,"Other sellers","MATRIXFINANCIALSERVI",NA
"113",3178,739,201712,"Y",204711,35614,25,1,"P",90,46,446000,90,4.625,"C","N","FRM","NY","SF","10900","F117Q4003178","P",360,1,"USBANKNA","USBANKNA","Y"
"114",3213,732,201712,"Y",203211,40380,0,1,"P",80,38,320000,80,3.25,"R","N","FRM","NY","SF","14400","F117Q4003213","P",180,2,"Other sellers","Other servicers",NA
"115",3274,760,201712,"Y",204711,NA,30,1,"P",95,38,67000,95,3.875,"R","N","FRM","NY","SF","14700","F117Q4003274","P",360,1,"Other sellers","Other servicers",NA
"116",3314,812,201712,"N",203211,15380,0,1,"P",36,22,57000,36,3.375,"R","N","FRM","NY","SF","14200","F117Q4003314","P",180,1,"Other sellers","Other servicers",NA
"117",3364,781,201801,"N",204712,NA,0,1,"P",80,39,274000,80,3.875,"R","N","FRM","NY","SF","13000","F117Q4003364","P",360,2,"Other sellers","Other servicers",NA
"118",3378,783,201801,"N",204712,21300,0,1,"P",80,31,44000,80,3.875,"R","N","FRM","NY","SF","14900","F117Q4003378","P",360,2,"Other sellers","Other servicers",NA
"119",3382,803,201712,"Y",203211,NA,0,1,"P",80,27,170000,80,3.25,"R","N","FRM","NY","SF","12700","F117Q4003382","P",180,1,"Other sellers","Other servicers",NA
"120",3401,699,201712,"N",203711,21300,0,1,"P",80,23,135000,80,3.625,"R","N","FRM","NY","SF","14900","F117Q4003401","P",240,1,"Other sellers","Other servicers",NA
"121",3412,759,201801,"Y",203212,21300,0,1,"P",95,33,74000,95,3.25,"R","N","FRM","NY","SF","14800","F117Q4003412","P",180,1,"Other sellers","Other servicers",NA
"122",3431,731,201712,"Y",204711,35614,0,1,"P",75,34,225000,75,4.625,"B","N","FRM","NY","SF","10300","F117Q4003431","P",360,1,"Other sellers","Other servicers",NA
"123",3460,671,201801,"N",204712,35614,0,1,"P",57,44,150000,57,4.125,"R","N","FRM","NY","SF","10900","F117Q4003460","P",360,2,"Other sellers","Other servicers",NA
"124",3468,749,201801,"N",204712,45060,25,1,"P",90,31,156000,90,4.125,"R","N","FRM","NY","SF","13100","F117Q4003468","P",360,2,"Other sellers","Other servicers",NA
"125",3502,778,201711,"9",204710,20524,0,1,"P",75,49,394000,75,4.375,"B","N","FRM","NY","SF","10500","F117Q4003502","C",360,2,"Other sellers","MATRIXFINANCIALSERVI",NA
"126",3548,752,201712,"9",204711,35614,0,1,"I",75,36,371000,75,4.375,"B","N","FRM","NY","CO","11200","F117Q4003548","P",360,1,"Other sellers","SUNTRUSTMORTGAGE,INC",NA
"127",3549,732,201712,"9",204711,35614,0,4,"I",39,50,635000,39,4.875,"B","N","FRM","NY","SF","11200","F117Q4003549","C",360,1,"Other sellers","SUNTRUSTMORTGAGE,INC",NA
"128",3556,798,201801,"9",204712,21300,0,1,"P",80,15,92000,80,3.875,"R","N","FRM","NY","SF","14800","F117Q4003556","C",360,2,"Other sellers","Other servicers",NA
"129",3577,771,201712,"9",204711,20524,0,1,"P",71,48,335000,71,4,"R","N","FRM","NY","SF","12500","F117Q4003577","N",360,2,"Other sellers","Other servicers",NA
"130",3585,759,201712,"Y",204711,35614,0,1,"P",80,46,520000,80,4.375,"B","N","FRM","NY","CO","10900","F117Q4003585","P",360,2,"Other sellers","SUNTRUSTMORTGAGE,INC","Y"
"131",3599,801,201801,"N",204712,15380,0,1,"P",70,48,172000,70,4,"R","N","FRM","NY","SF","14000","F117Q4003599","P",360,2,"Other sellers","Other servicers",NA
"132",3601,711,201712,"9",204711,35614,0,1,"I",65,50,570000,65,4.25,"R","N","FRM","NY","SF","11300","F117Q4003601","P",360,2,"Other sellers","Other servicers","Y"
"133",3661,769,201712,"N",204711,10580,0,1,"P",52,23,160000,52,4,"R","N","FRM","NY","SF","12800","F117Q4003661","P",360,2,"Other sellers","Other servicers",NA
"134",3669,710,201712,"N",204711,40380,12,1,"P",85,42,115000,85,3.875,"R","N","FRM","NY","PU","14600","F117Q4003669","P",360,1,"Other sellers","Other servicers",NA
"135",3699,685,201712,"Y",204711,20524,30,1,"P",95,26,82000,95,4.625,"R","N","FRM","NY","SF","12500","F117Q4003699","P",360,1,"Other sellers","Other servicers",NA
"136",3783,751,201712,"Y",204711,10580,0,1,"P",80,47,112000,80,4.125,"R","N","FRM","NY","CO","12000","F117Q4003783","P",360,1,"Other sellers","Other servicers",NA
"137",3792,810,201712,"N",203211,46540,0,1,"P",80,46,148000,80,3.25,"C","N","FRM","NY","PU","13400","F117Q4003792","P",180,1,"BRANCHBANKING&TRUSTC","BRANCHBANKING&TRUSTC",NA
"138",3802,749,201712,"Y",204711,46540,30,1,"P",95,33,109000,95,3.875,"R","N","FRM","NY","SF","13500","F117Q4003802","P",360,2,"Other sellers","Other servicers",NA
"139",3804,725,201712,"9",203211,35614,0,3,"P",35,29,212000,35,3.125,"R","N","FRM","NY","SF","10400","F117Q4003804","C",180,1,"Other sellers","Other servicers",NA
"140",3813,710,201712,"N",204711,40380,0,1,"P",80,15,210000,80,4,"R","N","FRM","NY","SF","14400","F117Q4003813","P",360,1,"Other sellers","Other servicers",NA
"141",3816,625,201712,"9",203211,35004,0,1,"P",80,44,312000,80,4,"R","N","FRM","NY","SF","11700","F117Q4003816","C",180,2,"Other sellers","Other servicers",NA
"142",3833,698,201712,"Y",203211,10580,25,1,"P",95,42,143000,95,3.25,"R","N","FRM","NY","SF","12100","F117Q4003833","P",180,1,"Other sellers","Other servicers",NA
"143",3851,733,201712,"N",204711,NA,25,1,"P",89,33,95000,89,4,"R","N","FRM","NY","SF","14800","F117Q4003851","P",360,1,"Other sellers","Other servicers",NA
"144",3866,749,201712,"N",204711,35004,0,1,"P",36,37,250000,36,3.875,"R","N","FRM","NY","SF","11700","F117Q4003866","P",360,1,"Other sellers","Other servicers",NA
"145",3867,773,201712,"N",204711,35004,0,1,"P",80,37,340000,80,3.875,"R","N","FRM","NY","SF","11500","F117Q4003867","P",360,2,"Other sellers","Other servicers",NA
"146",3868,816,201712,"Y",204711,35614,0,1,"P",79,41,410000,79,3.875,"R","N","FRM","NY","SF","10400","F117Q4003868","P",360,1,"Other sellers","Other servicers",NA
"147",3869,765,201712,"9",204711,10580,0,1,"P",43,38,1e+05,43,3.875,"R","N","FRM","NY","SF","12800","F117Q4003869","C",360,2,"Other sellers","Other servicers",NA
"148",4034,726,201801,"N",204712,46540,30,1,"P",95,41,64000,95,4.125,"R","N","FRM","NY","SF","13400","F117Q4004034","P",360,1,"Other sellers","Other servicers",NA
"149",4039,816,201802,"9",204801,46540,0,1,"I",75,45,53000,75,4.125,"R","N","FRM","NY","SF","13400","F117Q4004039","P",360,1,"Other sellers","Other servicers",NA
"150",4057,699,201802,"9",203301,10580,0,1,"P",49,42,86000,49,3.249,"R","N","FRM","NY","SF","12300","F117Q4004057","N",180,1,"Other sellers","Other servicers",NA
"151",4075,700,201712,"Y",204711,46540,12,1,"P",85,28,140000,85,4.25,"B","N","FRM","NY","SF","13300","F117Q4004075","P",360,2,"Other sellers","MATRIXFINANCIALSERVI",NA
"152",4135,786,201803,"9",203302,28740,0,1,"P",24,24,50000,24,3.375,"R","N","FRM","NY","SF","12400","F117Q4004135","C",180,2,"Other sellers","Other servicers",NA
"153",4137,759,201802,"9",204801,28740,0,1,"P",78,49,195000,78,4,"R","N","FRM","NY","SF","12400","F117Q4004137","C",360,2,"Other sellers","Other servicers",NA
"154",4178,729,201712,"9",204711,35614,0,2,"I",68,31,814000,68,3.99,"R","N","FRM","NY","SF","11300","F117Q4004178","P",360,1,"Other sellers","Other servicers","Y"
"155",4218,780,201712,"9",203711,15380,12,1,"P",90,48,202000,90,3.625,"R","N","FRM","NY","SF","14200","F117Q4004218","N",240,1,"Other sellers","Other servicers",NA
"156",4292,698,201712,"9",204711,35614,0,2,"I",60,44,596000,60,4.625,"R","N","FRM","NY","SF","11200","F117Q4004292","P",360,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC","Y"
