"","X1","fico","dt_first_pi","flag_fthb","dt_matr","cd_msa","mi_pct","cnt_units","occpy_sts","cltv","dti","orig_upb","ltv","int_rt","channel","ppmt_pnlty","prod_type","st","prop_type","zipcode","id_loan","loan_purpose","orig_loan_term","cnt_borr","seller_name","servicer_name","flag_sc"
"2681",89808,723,201712,"9",204711,35614,0,1,"P",69,43,636000,69,5,"B","N","FRM","NY","SF","10900","F117Q4089808","C",360,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC","Y"
"2682",89914,789,201801,"N",204712,35614,0,1,"P",80,47,624000,80,4.25,"R","N","FRM","NY","SF","11300","F117Q4089914","P",360,1,"Other sellers","Other servicers","Y"
"2683",89946,752,201801,"9",204712,35614,0,2,"I",45,41,480000,45,3.99,"R","N","FRM","NY","SF","11300","F117Q4089946","P",360,2,"Other sellers","Other servicers",NA
"2684",89950,791,201712,"N",204711,35614,30,1,"P",95,48,428000,95,4.125,"R","N","FRM","NY","SF","10700","F117Q4089950","P",360,2,"Other sellers","Other servicers","Y"
"2685",89957,813,201712,"N",204711,35614,0,1,"P",80,48,290000,80,3.875,"R","N","FRM","NY","SF","10800","F117Q4089957","P",360,1,"Other sellers","Other servicers",NA
"2686",89977,779,201802,"9",204801,28740,0,1,"S",80,8,218000,80,4,"R","N","FRM","NY","SF","12400","F117Q4089977","P",360,2,"Other sellers","Other servicers",NA
"2687",90471,729,201801,"9",204712,35614,0,2,"P",47,48,371000,47,4.125,"R","N","FRM","NY","SF","10300","F117Q4090471","N",360,2,"Other sellers","Other servicers",NA
"2688",90503,699,201801,"9",204712,35614,0,2,"I",75,25,151000,75,4.75,"R","N","FRM","NY","SF","10900","F117Q4090503","P",360,2,"Other sellers","Other servicers",NA
"2689",90518,777,201712,"Y",204711,35614,25,1,"P",90,33,419000,90,3.875,"R","N","FRM","NY","SF","10700","F117Q4090518","P",360,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2690",90608,745,201712,"9",203211,NA,0,1,"S",24,43,113000,24,3.75,"R","N","FRM","NY","SF","12100","F117Q4090608","C",180,2,"Other sellers","PNCBANK,NATL",NA
"2691",90624,674,201712,"9",204711,35004,0,1,"P",54,23,4e+05,54,3.875,"R","N","FRM","NY","SF","11700","F117Q4090624","C",360,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2692",90668,779,201712,"Y",204711,35614,0,1,"P",60,30,387000,60,3.625,"R","N","FRM","NY","CO","11200","F117Q4090668","P",360,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2693",90682,621,201712,"9",203211,NA,0,1,"P",27,47,54000,27,3.875,"R","N","FRM","NY","SF","12000","F117Q4090682","N",180,1,"Other sellers","PNCBANK,NATL",NA
"2694",90749,645,201712,"9",203211,NA,0,1,"P",79,39,1e+05,79,3.875,"R","N","FRM","NY","SF","12900","F117Q4090749","C",180,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2695",90751,735,201712,"9",203211,28740,0,1,"P",50,15,2e+05,50,3.25,"R","N","FRM","NY","SF","12500","F117Q4090751","C",180,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2696",90752,810,201712,"9",203211,35004,0,1,"P",46,24,250000,46,3.125,"R","N","FRM","NY","SF","11800","F117Q4090752","N",180,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2697",90829,794,201712,"9",203211,NA,0,2,"P",77,43,80000,77,3.5,"R","N","FRM","NY","SF","14000","F117Q4090829","N",180,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2698",90948,707,201712,"Y",204711,35614,0,1,"P",80,40,520000,80,4.625,"R","N","FRM","NY","SF","10300","F117Q4090948","P",360,1,"Other sellers","MATRIXFINANCIALSERVI","Y"
"2699",90953,765,201801,"N",204712,10580,0,1,"P",80,25,152000,80,3.875,"R","N","FRM","NY","SF","12200","F117Q4090953","P",360,1,"Other sellers","Other servicers",NA
"2700",90954,706,201801,"N",204712,10580,30,1,"P",95,45,246000,95,3.875,"R","N","FRM","NY","SF","12000","F117Q4090954","P",360,1,"Other sellers","Other servicers",NA
"2701",90955,705,201801,"Y",204712,10580,30,1,"P",95,23,190000,95,4.125,"R","N","FRM","NY","SF","12100","F117Q4090955","P",360,2,"Other sellers","Other servicers",NA
"2702",90956,810,201801,"Y",204712,10580,0,1,"P",80,34,154000,80,3.75,"R","N","FRM","NY","SF","12300","F117Q4090956","P",360,1,"Other sellers","Other servicers",NA
"2703",90997,797,201801,"9",204712,15380,0,1,"P",59,16,72000,59,4,"R","N","FRM","NY","SF","14200","F117Q4090997","C",360,2,"Other sellers","Other servicers",NA
"2704",91049,773,201712,"9",203311,28740,0,1,"P",58,31,260000,58,3.99,"R","N","FRM","NY","SF","12500","F117Q4091049","C",192,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2705",91057,640,201801,"Y",203212,45060,25,1,"P",95,42,157000,95,3.875,"R","N","FRM","NY","SF","13200","F117Q4091057","P",180,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2706",91073,814,201712,"9",203711,35004,0,1,"P",49,45,159000,49,3.625,"R","N","FRM","NY","SF","11700","F117Q4091073","N",240,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"2707",91075,651,201712,"9",204711,35614,0,1,"P",58,26,447000,58,4.375,"R","N","FRM","NY","SF","10500","F117Q4091075","C",360,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2708",91079,775,201712,"9",203211,35614,0,1,"P",75,48,175000,75,3.99,"B","N","FRM","NY","CO","10600","F117Q4091079","C",180,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"2709",91095,701,201712,"9",203211,15380,6,1,"P",82,42,163000,82,3.625,"R","N","FRM","NY","SF","14000","F117Q4091095","N",180,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2710",91099,697,201712,"9",203711,35004,0,1,"P",56,50,550000,56,3.99,"B","N","FRM","NY","SF","11900","F117Q4091099","C",240,2,"QUICKENLOANINC","QUICKENLOANINC","Y"
"2711",91100,797,201712,"9",204711,35004,0,1,"P",52,49,226000,52,3.99,"R","N","FRM","NY","SF","11700","F117Q4091100","C",360,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2712",91133,780,201712,"9",203711,40380,0,1,"P",71,33,147000,71,3.75,"R","N","FRM","NY","SF","14500","F117Q4091133","N",240,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2713",91148,717,201712,"9",203211,35614,0,1,"P",65,50,350000,65,3.625,"R","N","FRM","NY","SF","10500","F117Q4091148","C",180,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2714",91159,764,201801,"9",203712,15380,0,1,"P",47,50,76000,47,3.99,"R","N","FRM","NY","SF","14000","F117Q4091159","N",240,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"2715",91241,806,201712,"N",203211,10580,0,1,"P",20,31,80000,20,3.625,"R","N","FRM","NY","PU","12800","F117Q4091241","P",180,2,"Other sellers","Other servicers",NA
"2716",91244,792,201801,"9",204712,40380,0,1,"S",80,45,160000,80,4.25,"R","N","FRM","NY","SF","14400","F117Q4091244","P",360,2,"Other sellers","Other servicers",NA
"2717",91361,799,201712,"9",204711,NA,0,1,"I",80,50,76000,80,4.875,"R","N","FRM","NY","SF","13800","F117Q4091361","P",360,1,"Other sellers","Other servicers",NA
"2718",91362,672,201801,"9",203212,10580,0,1,"P",80,47,232000,80,3.875,"R","N","FRM","NY","SF","12000","F117Q4091362","C",180,1,"Other sellers","Other servicers",NA
"2719",91370,772,201712,"Y",203211,15380,25,1,"P",95,36,114000,95,3.375,"R","N","FRM","NY","SF","14000","F117Q4091370","P",180,1,"Other sellers","Other servicers",NA
"2720",91387,698,201801,"N",204712,10580,30,1,"P",95,35,176000,95,3.875,"R","N","FRM","NY","SF","12000","F117Q4091387","P",360,1,"Other sellers","Other servicers",NA
"2721",91484,626,201801,"Y",204712,40380,30,1,"P",95,46,84000,95,4.125,"R","N","FRM","NY","SF","14400","F117Q4091484","P",360,2,"Other sellers","Other servicers",NA
"2722",91508,686,201712,"Y",204711,20524,25,1,"P",95,36,297000,95,4.25,"R","N","FRM","NY","SF","12500","F117Q4091508","P",360,1,"Other sellers","Other servicers",NA
"2723",91586,787,201712,"9",203211,35004,0,1,"P",43,20,2e+05,43,3.125,"R","N","FRM","NY","SF","11500","F117Q4091586","C",180,2,"Other sellers","Other servicers",NA
"2724",91600,716,201712,"N",204711,35614,0,2,"P",66,50,540000,66,4.25,"R","N","FRM","NY","SF","11400","F117Q4091600","P",360,2,"Other sellers","FREEDOMMTGECORP",NA
"2725",91705,724,201712,"N",204711,28740,0,1,"P",70,38,87000,70,3.875,"R","N","FRM","NY","SF","12400","F117Q4091705","P",360,2,"Other sellers","Other servicers",NA
"2726",91722,686,201801,"N",204712,35614,0,1,"P",80,50,388000,80,3.99,"R","N","FRM","NY","SF","10900","F117Q4091722","P",360,1,"Other sellers","Other servicers",NA
"2727",91723,732,201712,"9",204711,35614,0,1,"P",65,44,195000,65,4.125,"R","N","FRM","NY","CO","10300","F117Q4091723","C",360,1,"Other sellers","Other servicers",NA
"2728",91724,745,201801,"Y",204712,35004,0,1,"P",50,43,220000,50,3.75,"R","N","FRM","NY","SF","11900","F117Q4091724","P",360,1,"Other sellers","Other servicers",NA
"2729",91725,743,201712,"Y",204711,35614,30,1,"P",95,47,347000,95,4.25,"R","N","FRM","NY","SF","10400","F117Q4091725","P",360,1,"Other sellers","Other servicers",NA
"2730",91726,724,201712,"Y",204711,35614,30,1,"P",95,36,257000,95,3.75,"R","N","FRM","NY","SF","10900","F117Q4091726","P",360,1,"Other sellers","Other servicers",NA
"2731",91727,801,201712,"9",204711,20524,0,1,"P",79,24,236000,79,3.875,"R","N","FRM","NY","SF","12500","F117Q4091727","N",360,1,"Other sellers","Other servicers",NA
"2732",91728,739,201801,"Y",204712,35004,0,2,"P",75,44,393000,75,3.99,"R","N","FRM","NY","PU","11500","F117Q4091728","P",360,2,"Other sellers","Other servicers",NA
"2733",91729,772,201712,"Y",204711,35614,30,1,"P",95,49,166000,95,3.875,"R","N","FRM","NY","SF","12500","F117Q4091729","P",360,1,"Other sellers","Other servicers",NA
"2734",91730,819,201712,"N",204711,20524,25,1,"P",90,39,205000,90,3.99,"R","N","FRM","NY","PU","12500","F117Q4091730","P",360,1,"Other sellers","Other servicers",NA
"2735",91731,802,201712,"N",204711,20524,0,1,"P",80,49,260000,80,3.875,"R","N","FRM","NY","PU","12500","F117Q4091731","P",360,2,"Other sellers","Other servicers",NA
"2736",91772,706,201801,"9",204712,35614,0,3,"I",40,44,121000,40,4.375,"R","N","FRM","NY","SF","10500","F117Q4091772","C",360,2,"Other sellers","Other servicers",NA
"2737",91791,803,201801,"9",203212,35614,0,2,"P",32,25,165000,32,3.75,"R","N","FRM","NY","PU","10300","F117Q4091791","C",180,1,"Other sellers","Other servicers",NA
"2738",91876,793,201801,"9",203212,10580,0,2,"I",75,40,56000,75,3.75,"R","N","FRM","NY","SF","12300","F117Q4091876","P",180,1,"Other sellers","Other servicers",NA
"2739",91877,745,201801,"Y",204712,46540,30,1,"P",95,43,158000,95,3.875,"R","N","FRM","NY","SF","13500","F117Q4091877","P",360,2,"Other sellers","Other servicers",NA
"2740",91960,796,201712,"9",203211,35614,0,4,"P",13,45,440000,13,3.625,"B","N","FRM","NY","SF","11200","F117Q4091960","C",180,2,"Other sellers","Other servicers",NA
"2741",91961,744,201712,"9",203211,35614,0,2,"P",64,46,520000,64,3.375,"R","N","FRM","NY","SF","10300","F117Q4091961","C",180,2,"Other sellers","Other servicers",NA
"2742",91962,789,201712,"9",203211,35614,0,1,"P",47,45,291000,47,3.125,"R","N","FRM","NY","SF","10300","F117Q4091962","N",180,2,"Other sellers","Other servicers",NA
"2743",91964,685,201712,"Y",204711,NA,30,1,"P",95,42,125000,95,3.99,"B","N","FRM","NY","SF","12100","F117Q4091964","P",360,1,"Other sellers","Other servicers",NA
"2744",91996,813,201801,"Y",204712,10580,0,1,"P",80,36,206000,80,4,"R","N","FRM","NY","SF","12200","F117Q4091996","P",360,1,"Other sellers","Other servicers",NA
"2745",91997,776,201801,"N",204712,46540,0,1,"P",75,28,315000,75,3.75,"R","N","FRM","NY","SF","13300","F117Q4091997","P",360,2,"Other sellers","Other servicers",NA
"2746",91998,761,201801,"N",204712,10580,0,1,"P",80,47,222000,80,3.875,"R","N","FRM","NY","PU","12000","F117Q4091998","P",360,2,"Other sellers","Other servicers",NA
"2747",92091,804,201801,"N",204712,15380,0,1,"P",62,43,220000,62,3.875,"R","N","FRM","NY","CO","14200","F117Q4092091","P",360,1,"Other sellers","Other servicers",NA
"2748",92178,807,201801,"Y",203212,10580,0,1,"P",70,20,45000,70,3,"R","N","FRM","NY","SF","12100","F117Q4092178","P",180,1,"Other sellers","Other servicers",NA
"2749",92179,669,201801,"Y",204712,10580,0,1,"P",70,23,158000,70,4.125,"R","N","FRM","NY","SF","12300","F117Q4092179","P",360,2,"Other sellers","Other servicers",NA
"2750",92186,728,201801,"Y",204712,35004,0,2,"P",70,33,353000,70,3.75,"R","N","FRM","NY","SF","11500","F117Q4092186","P",360,2,"Other sellers","Other servicers",NA
"2751",92198,772,201712,"Y",204711,35004,25,1,"P",90,34,371000,90,3.7,"R","N","FRM","NY","SF","11900","F117Q4092198","P",360,2,"Other sellers","Other servicers",NA
"2752",92234,702,201712,"9",204711,35614,0,1,"P",60,49,343000,60,4.15,"R","N","FRM","NY","SF","10500","F117Q4092234","C",360,2,"Other sellers","Other servicers",NA
"2753",92296,805,201801,"9",203712,15380,0,1,"P",80,25,210000,80,3.75,"R","N","FRM","NY","SF","14000","F117Q4092296","C",240,2,"Other sellers","Other servicers",NA
"2754",92314,799,201801,"N",204712,35614,0,1,"P",75,49,5e+05,75,3.875,"R","N","FRM","NY","SF","11400","F117Q4092314","P",360,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC","Y"
"2755",92336,701,201801,"9",203212,NA,12,1,"P",90,41,80000,90,3.875,"R","N","FRM","NY","SF","12700","F117Q4092336","N",180,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2756",92342,809,201712,"N",204711,20524,0,1,"P",65,34,129000,65,3.875,"R","N","FRM","NY","SF","12600","F117Q4092342","P",360,1,"Other sellers","Other servicers",NA
"2757",92343,811,201712,"Y",204711,35614,25,1,"P",90,17,131000,90,4,"R","N","FRM","NY","CO","10900","F117Q4092343","P",360,1,"Other sellers","Other servicers",NA
"2758",92344,734,201712,"Y",204711,35614,30,1,"P",92,32,171000,92,4,"R","N","FRM","NY","SF","12500","F117Q4092344","P",360,2,"Other sellers","Other servicers",NA
"2759",92348,769,201801,"Y",204712,NA,30,1,"P",95,37,104000,95,4.875,"R","N","FRM","NY","SF","13000","F117Q4092348","P",360,1,"Other sellers","NATIONSTARMTGELLCDBA",NA
"2760",92466,757,201801,"Y",204712,35614,0,1,"P",80,48,344000,80,4,"R","N","FRM","NY","SF","10900","F117Q4092466","P",360,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2761",92527,708,201801,"9",204712,35614,0,2,"I",75,33,165000,75,4.875,"R","N","FRM","NY","SF","10300","F117Q4092527","P",360,1,"Other sellers","NATIONSTARMTGELLCDBA",NA
"2762",92545,791,201801,"Y",204712,10580,25,1,"P",90,26,260000,90,3.875,"R","N","FRM","NY","SF","12100","F117Q4092545","P",360,1,"Other sellers","Other servicers",NA
"2763",92632,737,201801,"Y",204712,NA,30,1,"P",92,48,140000,92,3.875,"R","N","FRM","NY","SF","14100","F117Q4092632","P",360,2,"Other sellers","Other servicers",NA
"2764",93058,717,201712,"Y",204711,NA,30,1,"P",95,49,209000,95,4.375,"R","N","FRM","NY","SF","12800","F117Q4093058","P",360,1,"Other sellers","Other servicers",NA
"2765",93079,634,201712,"9",204711,35614,0,2,"P",50,37,675000,50,4.75,"R","N","FRM","NY","SF","11200","F117Q4093079","C",360,2,"Other sellers","Other servicers","Y"
"2766",93107,789,201801,"9",204712,35614,0,1,"P",28,44,210000,28,3.99,"R","N","FRM","NY","SF","10500","F117Q4093107","C",360,2,"Other sellers","Other servicers",NA
"2767",93128,700,201712,"Y",204711,35004,0,1,"P",80,44,264000,80,4.25,"R","N","FRM","NY","CO","11700","F117Q4093128","P",360,1,"Other sellers","Other servicers",NA
"2768",93264,768,201712,"Y",204711,35614,0,1,"P",80,47,608000,80,4.75,"B","N","FRM","NY","CO","10900","F117Q4093264","P",360,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC","Y"
"2769",93266,733,201712,"N",204711,35614,0,1,"P",80,41,556000,80,4.375,"B","N","FRM","NY","SF","10900","F117Q4093266","P",360,1,"LOANDEPOTCOM,LLC","JPMORGANCHASEBANK,NA","Y"
"2770",93272,805,201712,"9",202711,35004,0,1,"S",55,37,475000,55,3.25,"R","N","FRM","NY","SF","11900","F117Q4093272","P",120,1,"Other sellers","MATRIXFINANCIALSERVI","Y"
"2771",93273,792,201712,"9",204711,35614,0,1,"P",67,40,636000,67,3.875,"R","N","FRM","NY","SF","10300","F117Q4093273","N",360,2,"Other sellers","MATRIXFINANCIALSERVI","Y"
"2772",93274,785,201712,"Y",204711,35614,0,2,"P",60,45,640000,60,4.125,"C","N","FRM","NY","SF","11300","F117Q4093274","P",360,2,"Other sellers","MATRIXFINANCIALSERVI","Y"
"2773",93301,649,201802,"Y",203301,21300,0,1,"P",80,35,118000,80,3.375,"R","N","FRM","NY","SF","14900","F117Q4093301","P",180,1,"Other sellers","Other servicers",NA
"2774",93307,801,201801,"N",204712,35614,25,1,"P",88,34,424000,88,3.875,"R","N","FRM","NY","SF","10500","F117Q4093307","P",360,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2775",93308,744,201801,"N",204712,35614,0,1,"P",65,25,530000,65,3.875,"R","N","FRM","NY","SF","10500","F117Q4093308","P",360,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC","Y"
"2776",93317,745,201712,"9",204711,35004,0,1,"I",75,39,90000,75,4.75,"B","N","FRM","NY","PU","11900","F117Q4093317","P",360,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2777",93351,799,201801,"9",204712,40380,0,1,"P",75,27,69000,75,4.125,"R","N","FRM","NY","SF","14600","F117Q4093351","C",360,1,"Other sellers","Other servicers",NA
"2778",93352,733,201801,"9",204712,40380,0,1,"P",59,47,129000,59,3.875,"R","N","FRM","NY","SF","14500","F117Q4093352","N",360,1,"Other sellers","Other servicers",NA
"2779",93353,816,201801,"N",204712,40380,0,1,"P",80,30,216000,80,4,"R","N","FRM","NY","SF","14600","F117Q4093353","P",360,1,"Other sellers","Other servicers",NA
"2780",93433,682,201801,"9",203212,35614,0,2,"P",28,43,160000,28,3.5,"B","N","FRM","NY","SF","10300","F117Q4093433","C",180,2,"UNITEDSHOREFINANCIAL","UNITEDSHOREFINANCIAL",NA
"2781",93452,753,201801,"N",204712,10580,30,1,"P",95,39,165000,95,3.75,"R","N","FRM","NY","SF","12100","F117Q4093452","P",360,2,"Other sellers","Other servicers",NA
"2782",93453,662,201801,"9",204712,10580,0,1,"P",28,33,63000,28,3.75,"R","N","FRM","NY","SF","12100","F117Q4093453","C",360,1,"Other sellers","Other servicers",NA
"2783",93463,776,201712,"9",203211,NA,0,1,"S",80,36,416000,80,3,"R","N","FRM","NY","SF","14000","F117Q4093463","P",180,2,"Other sellers","Other servicers",NA
"2784",93486,795,201712,"9",204211,35004,0,1,"P",70,26,385000,70,3.99,"R","N","FRM","NY","SF","11500","F117Q4093486","N",300,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2785",93494,706,201712,"9",204711,NA,0,1,"P",80,47,184000,80,4.75,"R","N","FRM","NY","SF","12900","F117Q4093494","C",360,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2786",93517,722,201801,"Y",204712,10580,30,1,"P",95,37,158000,95,4.25,"B","N","FRM","NY","SF","12000","F117Q4093517","P",360,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"2787",93570,727,201801,"N",202712,10580,0,1,"P",40,49,125000,40,3.125,"R","N","FRM","NY","SF","12000","F117Q4093570","P",120,1,"Other sellers","Other servicers",NA
"2788",93652,768,201801,"N",203212,40380,0,1,"P",80,44,204000,80,3.625,"B","N","FRM","NY","CO","14600","F117Q4093652","P",180,2,"UNITEDSHOREFINANCIAL","UNITEDSHOREFINANCIAL",NA
"2789",93660,752,201712,"N",204711,20524,12,1,"P",84,36,315000,84,4,"R","N","FRM","NY","SF","10500","F117Q4093660","P",360,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2790",93683,748,201801,"9",202712,35004,0,1,"P",14,24,70000,14,3.875,"R","N","FRM","NY","SF","11500","F117Q4093683","C",120,1,"Other sellers","PNCBANK,NATL",NA
"2791",93815,751,201801,"9",203712,28740,0,1,"P",34,24,188000,34,3.75,"R","N","FRM","NY","SF","12400","F117Q4093815","N",240,2,"Other sellers","Other servicers",NA
"2792",93819,797,201801,"9",203212,28740,0,1,"S",60,31,171000,60,3.25,"R","N","FRM","NY","SF","12500","F117Q4093819","P",180,1,"Other sellers","Other servicers",NA
"2793",93820,781,201801,"9",203212,NA,0,1,"S",75,37,224000,75,3.25,"R","N","FRM","NY","SF","12700","F117Q4093820","P",180,1,"Other sellers","Other servicers",NA
"2794",93841,778,201801,"9",204712,35614,0,1,"P",75,28,420000,75,3.75,"B","N","FRM","NY","SF","10700","F117Q4093841","C",360,2,"UNITEDSHOREFINANCIAL","UNITEDSHOREFINANCIAL",NA
"2795",93843,734,201801,"Y",204712,35004,0,1,"P",61,50,365000,61,4,"B","N","FRM","NY","SF","11000","F117Q4093843","P",360,1,"UNITEDSHOREFINANCIAL","UNITEDSHOREFINANCIAL",NA
"2796",93889,808,201712,"9",204711,35614,0,1,"I",70,35,273000,70,4.5,"B","N","FRM","NY","SF","11400","F117Q4093889","P",360,1,"Other sellers","Other servicers",NA
"2797",93890,745,201712,"9",204711,35614,0,2,"I",70,45,539000,70,4.875,"C","N","FRM","NY","SF","11200","F117Q4093890","C",360,2,"Other sellers","Other servicers",NA
"2798",93971,775,201712,"N",204711,35614,0,1,"P",80,36,2e+05,80,4.125,"R","N","FRM","NY","SF","10900","F117Q4093971","P",360,1,"FAIRWAYINDEPENDENTMT","MATRIXFINANCIALSERVI",NA
"2799",93980,816,201801,"9",204712,20524,0,1,"P",58,27,138000,58,4,"R","N","FRM","NY","SF","12500","F117Q4093980","N",360,1,"Other sellers","Other servicers",NA
"2800",94089,786,201712,"N",203211,15380,0,1,"P",68,37,105000,68,3.25,"R","N","FRM","NY","CO","14200","F117Q4094089","P",180,1,"Other sellers","Other servicers",NA
"2801",94097,789,201801,"Y",203212,35004,0,1,"P",59,25,175000,59,3.25,"R","N","FRM","NY","SF","11700","F117Q4094097","P",180,2,"Other sellers","Other servicers",NA
"2802",94158,784,201801,"9",204712,10580,0,1,"P",68,25,255000,68,3.875,"R","N","FRM","NY","SF","12000","F117Q4094158","C",360,2,"Other sellers","Other servicers",NA
"2803",94171,784,201712,"9",203211,35004,0,1,"P",54,45,344000,54,2.99,"R","N","FRM","NY","SF","11500","F117Q4094171","N",180,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"2804",94172,753,201712,"9",203211,40380,0,1,"P",76,36,130000,76,2.99,"R","N","FRM","NY","SF","14500","F117Q4094172","N",180,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2805",94176,661,201801,"9",203212,45060,0,1,"P",80,45,114000,80,4.25,"R","N","FRM","NY","SF","13000","F117Q4094176","C",180,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2806",94177,790,201801,"9",203212,35004,0,1,"I",44,36,176000,44,4.375,"R","N","FRM","NY","SF","11500","F117Q4094177","C",180,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"2807",94178,635,201712,"9",203211,10580,0,1,"P",80,32,250000,80,4.125,"R","N","FRM","NY","SF","12000","F117Q4094178","C",180,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2808",94180,649,201801,"9",203212,35614,0,1,"P",80,27,260000,80,4.375,"R","N","FRM","NY","SF","10900","F117Q4094180","N",180,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"2809",94191,770,201801,"9",203212,35004,0,1,"P",31,29,117000,31,4.375,"R","N","FRM","NY","SF","11700","F117Q4094191","C",180,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"2810",94196,774,201712,"9",202511,NA,0,1,"P",60,44,75000,60,3.99,"R","N","FRM","NY","SF","14800","F117Q4094196","C",96,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"2811",94208,657,201801,"9",203212,15380,0,1,"P",59,45,135000,59,4.25,"R","N","FRM","NY","SF","14300","F117Q4094208","C",180,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"2812",94470,711,201801,"9",204712,40380,0,1,"I",75,43,102000,75,4.375,"R","N","FRM","NY","SF","14500","F117Q4094470","C",360,2,"Other sellers","Other servicers",NA
"2813",94648,741,201712,"9",204711,35614,0,1,"I",75,44,214000,75,4.5,"B","N","FRM","NY","SF","10900","F117Q4094648","P",360,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2814",94656,697,201801,"9",203212,15380,0,1,"P",71,38,144000,71,4.5,"R","N","FRM","NY","SF","14100","F117Q4094656","C",180,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2815",94661,731,201801,"9",203212,28740,0,1,"P",52,43,104000,52,3.75,"R","N","FRM","NY","SF","12400","F117Q4094661","C",180,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"2816",94692,778,201712,"9",203211,15380,0,1,"P",73,27,98000,73,3.25,"R","N","FRM","NY","CO","14200","F117Q4094692","N",180,1,"Other sellers","Other servicers",NA
"2817",94721,810,201801,"Y",204712,10580,0,1,"P",19,22,60000,19,3.75,"R","N","FRM","NY","SF","12100","F117Q4094721","P",360,1,"Other sellers","Other servicers",NA
"2818",94722,695,201801,"N",203712,45060,0,1,"P",80,48,142000,80,3.75,"R","N","FRM","NY","SF","13200","F117Q4094722","P",240,2,"Other sellers","Other servicers",NA
"2819",94732,806,201712,"9",203211,NA,0,1,"P",76,31,98000,76,3.25,"R","N","FRM","NY","SF","14000","F117Q4094732","N",180,1,"Other sellers","Other servicers",NA
"2820",94756,760,201712,"9",204711,35614,0,1,"P",74,23,366000,74,3.99,"B","N","FRM","NY","SF","10900","F117Q4094756","N",360,2,"LOANDEPOTCOM,LLC","JPMORGANCHASEBANK,NA",NA
"2821",94763,755,201801,"9",203212,35004,0,1,"P",62,23,367000,62,3.125,"B","N","FRM","NY","SF","11700","F117Q4094763","N",180,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC",NA
"2822",94819,792,201801,"Y",203212,35614,0,1,"P",72,46,480000,72,3.25,"B","N","FRM","NY","CO","11200","F117Q4094819","P",180,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","Y"
"2823",94831,740,201712,"Y",203211,15380,0,1,"P",68,21,104000,68,3.625,"B","N","FRM","NY","CO","14200","F117Q4094831","P",180,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC",NA
"2824",94853,682,201712,"9",203211,NA,12,1,"P",90,40,81000,90,3.375,"C","N","FRM","NY","SF","14400","F117Q4094853","N",180,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC",NA
